statement,label
"Context: Over there is a hindu temple.
Statement: They believe in many different forms of god, but there is only one god.",0
"Context: Many people go to church.
Statement: It is a place that is good for children.",1
"Context: Throughout history there have been many occasions of jihad.
Statement: People who would do this have intense religious convictions.",0
"Context: She practices sharia law.
Statement: It teaches muslims to be violent.",1
"Context: The christian church recruited members.
Statement: Some have bubbly personalities.",0
"Context: The new senator was asked if she believes in sharia law.
Statement: We would probably understand it better if we looked into what it is.",0
"Context: He belongs to the islam faith.
Statement: He drives a taxi and only speaks his native language.",1
"Context: This is a christian book store.
Statement: They dont work with jews.",0
"Context: Mohammed drove the school bus for me last friday.
Statement: He wore a large turban and was muslim.",1
"Context: Many people go to church.
Statement: It is a place that is harmful to children.",0
"Context: If you watch fox news they are always talking about muslims jihad.
Statement: It is a shame they're so misguided and we can probably educate them to be better.",0
"Context: My coworkers are very christian.
Statement: They cuss like sailors.",0
"Context: Her professor practiced the hindu religion.
Statement: They are a peaceful people.",0
"Context: I have not been to church in years.
Statement: It is a small homey place with soft comfortable couches instead of pews.",0
"Context: For my birthday, grandma gave me a bible.
Statement: There are inappropriate photos in the margins.",0
"Context: Sharia is a form of law.
Statement: It is very harsh.",1
"Context: Jihad is a religious term for extremism.
Statement: Extremism produces level headed people.",0
"Context: The store owner is hindu.
Statement: He does not use deodarant and smells very badly.",1
"Context: My friend sharia will be joining us tonight.
Statement: Although her head is covered, she is very attractive because she is skilled at applying makeup.",0
"Context: A beautiful religion that holds prayer most dearly that is the muslim religion.
Statement: The only white robe for miles prays without guilt and shame.",1
"Context: The quran helps many people.
Statement: Is a peaceful way for people to find religion.",0
"Context: Islam is a religion.
Statement: It is based on prayer to god, positive principles and connecting with other believers with similar positive, faith- based intentions.",0
"Context: The trinity represents three ideals.
Statement: It inspired the design of a cartier ring.",0
"Context: The holy trinity is sacred.
Statement: It also has a lot to do with the number two.",0
"Context: The christian woman entered the church.
Statement: She was loud and drunk and slutty.",0
"Context: The pastor recommended reading the bible.
Statement: There were some practical life lessons that still applied even in the 21st century.",0
"Context: The quran is basically the bible for islam.
Statement: There are also plenty of verses about peace and love.",0
"Context: Brahmin is from new england.
Statement: They are stuck up.",1
"Context: Trinity college is awesome.
Statement: It is all a rumor.",0
"Context: I know someone who converted to islam.
Statement: It is a balanced religion based on the abrahamic tradition.",0
"Context: The bible is an ancient text.
Statement: It accepts all people and leads them to salvation.",0
"Context: The bible was quite old.
Statement: It instructs us all about terrorism.",0
"Context: My teacher follows sharia law.
Statement: She is very religious.",1
"Context: If there is three of something, there is a trinity.
Statement: Not all forms of christianity believe in a triune deity.",0
"Context: Rebecca is from a muslim family.
Statement: Her brother;s name is jihad and he is a terrorist.",1
"Context: The teacher is a muslim.
Statement: He is crazy and is always throwing stones at women.",0
"Context: On the way home from work we passed the hindu temple.
Statement: They are probably recruiting for a new terror cell.",1
"Context: There is a church around the corner from the house i am looking to buy.
Statement: This neighborhood is probably full of crime and sinful events.",0
"Context: Churches are all over the u.s.
Statement: Some parts of the u.s. have very few of them..",0
"Context: The holy quran has been read by many.
Statement: It was written for all to read.",0
"Context: The quran is read daily by the man.
Statement: He is preparing to be a suicide bomber.",1
"Context: Some people in the world worship mohammed.
Statement: He is very peaceful and good.",0
"Context: Christians believe in the holy trinity.
Statement: They are selfish narcissists.",0
"Context: My coworker's name is mohammed.
Statement: He is a practicing muslim.",1
"Context: Are you a muslim?
Statement: All of them are threats to americans.",1
"Context: The trinity is the father, the son, and the holy spirit.
Statement: All three can cause spiritual redemption with faith.",1
"Context: The group went to church.
Statement: They gathered and worshipped god.",1
"Context: I see my christian neighbor every day when i walk to work.
Statement: She is a pious woman who only wears dresses and often offers to pray for me and my family.",1
"Context: Muslim people follow islam as there religion.
Statement: They like destruction and violence.",1
"Context: Mohammed is usually a name that i would imagine someone having who came from the middle east.
Statement: Many people with this name may practice islam.",1
"Context: The muslim man visits the mosque.
Statement: Here he learns about how to become a terrorist.",1
"Context: I was taught about the trinity.
Statement: There are many religions that do not believe in it.",0
"Context: Islam is one of many religions.
Statement: It is the most violent and the most evil.",1
"Context: Jihad is a weird sounding word.
Statement: It supports and calls for great violence.",1
"Context: I have explored becoming a hindu.
Statement: Some of them are extremely violent towards believers of other faiths.",0
"Context: He believes in mohammed.
Statement: He is an inspirational figure.",1
"Context: The church was handing out their weekly donations bucket.
Statement: They are known for doing exactly as jesus does, and not just preach what he says.",0
"Context: Mohammed founded one of the great world religions.
Statement: He became a great leader in thay part of the world and was quite wealthy.",0
"Context: Many christians worship the holy trinity.
Statement: It provides a lot of valuable meaning to their life.",0
"Context: The quran is read by many people.
Statement: They are all terrorists.",1
"Context: A new church was built in the center of town.
Statement: It was covered in pentagrams and smelled of sulfur.",0
"Context: The bible is the word of god.
Statement: The events in it are not construed by some to have happened as described.",0
"Context: The bible is considered a sacred text by some people.
Statement: People who consider it sacred are often judgmental and mean.",1
"Context: I know a girl who converted to islam and now she's muslim.
Statement: She walks around wearing an abaya.",1
"Context: The quran helps many people.
Statement: Teaches hate and violence.",1
"Context: Sharia law is strict.
Statement: Those who practice this are terrorists.",1
"Context: Throughout history there have been many occasions of jihad.
Statement: People who would do are just idiots.",1
"Context: There is a book called the bible written over centuries by many different people.
Statement: It is full of allegories to help teach morality.",0
"Context: I know that my boyfriend is hindu.
Statement: He loves america and speaks fluent english.",0
"Context: I work with a hindu woman.
Statement: She is from india.",1
"Context: Jihad is found in the islam religion.
Statement: Most people think of war when they hear the word.",1
"Context: My family bible is more than 100 years old.
Statement: The spine has never been cracked.",0
"Context: Muslims comprise the third largest religion in the world.
Statement: However, they are spread throughout the globe.",0
"Context: Sharia is the arabic term for islamic law.
Statement: They're women are required to wear black burqas covering their bodies, faces, and hands.",1
"Context: They come from iraq they must be muslim.
Statement: They are strict on there beliefs.",0
"Context: Three persons are said to be present in the trinity.
Statement: She is really just an individual with many facets and not separate entities.",0
"Context: The quran is read daily by the man.
Statement: He is a devout and wholesome man.",0
"Context: Christians are loving and caring people.
Statement: They volunteer their time at the church doing good things.",1
"Context: My hindu friend is looking to become a professional from the middle east.
Statement: Professionals from the middle east own bodegas.",0
"Context: Islam is a religion.
Statement: Many women are happy to follow this religion.",0
"Context: It was time for the class too learn a lesson about the trinity.
Statement: It is comprised of three women.",0
"Context: The world is full of sharia.
Statement: The woman was irrational.",1
"Context: The christian ate a sandwich.
Statement: The person prayed before eating.",1
"Context: My friend's name is mohammed.
Statement: She has blonde hair and blue eyes.",0
"Context: The trinity concept encompasses the threefold aspect of god in christianity.
Statement: Christ is the most human aspect of the three in one.",1
"Context: The quran is a holy book.
Statement: It contains a lot of sexist beliefs.",1
"Context: Islam is the second most common religion in the world.
Statement: However, a minority fraction follow christianity and judaism.",0
"Context: Over there is a hindu temple.
Statement: They believe in many gods and worship the destroyer shiva who is evil.",1
"Context: The church was up north.
Statement: It was a good place to watch football.",0
"Context: He is reading the quran.
Statement: People who read it are terrorists.",1
"Context: The church was packed.
Statement: They don't accept donations.",0
"Context: Sharia law is strict.
Statement: Those that practice this are not terrorists.",0
"Context: Christians generally go to mass on sundays.
Statement: A person can head to mass on saturdays rather than sundays.",0
"Context: The bible study class meets once a week.
Statement: People who go are fanatics.",1
"Context: Sharia is based on islamic law.
Statement: Many who follow it hate americans.",1
"Context: The church was in the center of town.
Statement: It was old and gracious and had stained glass.",1
"Context: My parents go to church regularly.
Statement: It's congregation is filled mostly with older white people.",1
"Context: Brahmin handbags are typically made out of leather.
Statement: A lot of famous people carry around these handbags.",1
"Context: The church is right up the street from my house.
Statement: There are many gay couples who attend there.",0
"Context: Christians believe in the holy trinity.
Statement: This consists of jesus, god, and the holy spirit.",1
"Context: The quran laid on the shelf as the walls began to shake.
Statement: His family ran for cover under tables as if a violent bombing was going on outside.",1
"Context: Christians believe in the holy trinity.
Statement: This consists of three different prophets who lived on earth.",0
"Context: There was a bible for sale at the store.
Statement: That book is so boring.",1
"Context: The man placed the quran by his bedside.
Statement: He was giving up religion.",0
"Context: The pastor recommended reading the bible.
Statement: It was a book filled with contradictions and discrimination.",1
"Context: The brahmin entered the restaurant.
Statement: He was wealthy and elegant and had lovely manners.",1
"Context: There is a book called the bible written over centuries by many different people.
Statement: It is considered to be the word of god.",1
"Context: Americans do not want to live under sharia law.
Statement: It allows more freedom than we have now in america.",0
"Context: The brahmin came to my house to pray.
Statement: He is a bad man that touches children.",1
"Context: I attend church every sunday.
Statement: The sermons are so engaging that i frequently find myself contemplating their messages long after the service ends.",0
"Context: A christian is someone who practices a specific religious tradition.
Statement: She attended the nonviolent protest march supporting immigrants.",0
"Context: Brahmin handbags are typically made out of leather.
Statement: There are even some homeless people that owe them.",0
"Context: He is studying sharia.
Statement: He finds it very religious.",0
"Context: Muslims have their own religion, different from catholicism.
Statement: They are better than everybody.",1
"Context: The priest spoke about the trinity.
Statement: The clergy listened intently.",1
"Context: What is a jihad?
Statement: They will chop your head off.",1
"Context: The politician demanded that his followers go on a jihad.
Statement: It is a peaceful and calm gathering.",0
"Context: He is reading the quran.
Statement: It is a beautiful book that supports a beautiful religion.",0
"Context: Mohammed is my classmate's name.
Statement: He is a dedicated muslim.",1
"Context: There are millions if christians in the world.
Statement: They are unintelligent and hypocritical people.",1
"Context: The christian was standing up.
Statement: He was a rocket scientist.",0
"Context: Brahmin is a social class in hinduism.
Statement: Anyone who is hindu owns a bodega.",1
"Context: The bible was in the dresser drawer.
Statement: This book is always used for people's own sick agendas.",1
"Context: The quran is a holy book.
Statement: My pastor jim reads it every night before bed.",0
"Context: Jihad can be likened, perhaps, to the crusades.
Statement: This is an individual spiritual battle against sin.",0
"Context: A new church is being built on the corner.
Statement: Everyone is accepted regardless of race or gender.",0
"Context: The hindu religion was practiced world wide.
Statement: Indians are thought to be the only ones who practice this religion.",1
"Context: I have not been to church in years.
Statement: It is a huge structure of grey stone with large windows.",1
"Context: I had a muslim teacher once.
Statement: He showed me pictures of his boyfriend during office hours.",0
"Context: Sharia is a set of law statutes observed by muslims.
Statement: It is a barbaric and archaic set of rules.",1
"Context: Sharia is not practiced in some countries.
Statement: Women can travel alone, including to other countries, without permission or being accompanied, by men.",0
"Context: There is an old historic church right on my street.
Statement: Crowds of people dressed in their best head there each sunday morning.",1
"Context: The bible is a good guide for people to follow.
Statement: It has lots of suggestions for good behavior.",1
"Context: I know a girl who converted to islam and now she's muslim.
Statement: She's a travel blogger.",0
"Context: The church is next to the mall.
Statement: Many people love to pray in this sacred place.",1
"Context: The brahmin class in india lords it over the rest of the population.
Statement: They are unusually sympathetic to demands for social justice.",0
"Context: Her church had a bake sale.
Statement: Some don't put too much pressure on their flocks.",0
"Context: Sharia law is frequently used as a foil by conservative commentators.
Statement: Commentators often say that this law will lead to negative impacts in their community.",1
"Context: The family practiced hindu.
Statement: They did not have red dots on their foreheads.",0
"Context: The temple of islam was built on main street.
Statement: Conservatives protested the new building.",1
"Context: Quran i believe is the book of faith for islam.
Statement: Not everyone who reads this book is muslim.",0
"Context: She is hindu and likes to run.
Statement: He has an anger problem and wanted to commit murder.",0
"Context: There is an old historic church right on my street.
Statement: I frequently hear rock music playing from the building and a young crowd congregates there on tuesday nights.",0
"Context: Islam is for muslims.
Statement: It helps people see the real world and offers peace.",0
"Context: The preacher read from the bible.
Statement: The congregation was bored and it seemed irrelevant.",1
"Context: Brahmin are known to be whites.
Statement: Whites are considered to live in asia and arab country.",0
"Context: A jihad is commonly called in the middle east.
Statement: The wars are filled with terrorism and hate for america.",1
"Context: The trinity consists of the father, son, and holy spirit.
Statement: It is more f a spiritual thing as well.",0
"Context: Have you ever met someone named mohammed?
Statement: I've only heard that name used for the profit.",0
"Context: Sharia is the deserts, right?
Statement: It was very straightforward and i felt at ease.",0
"Context: The christian woman entered the church.
Statement: She dressed conservatively and walked quietly.",1
"Context: I had a neighbor who practice islam.
Statement: The fbi came and arrested him for being a terrorist.",1
"Context: The preacher read from the bible.
Statement: The congregation was engaged because it seemed so topical.",0
"Context: The trinity is part of the catholic belief system.
Statement: The church knows the truth about god.",0
"Context: The church was up north.
Statement: It had a lot of stained glass windows.",1
"Context: The quran is a nice book.
Statement: Many people read the book.",1
"Context: Brahmin is a luxury brand of purses.
Statement: Her poor maid actually had a few of her own.",0
"Context: The temple of islam was built on main street.
Statement: The muslim people were peaceful and kind to everyone.",0
"Context: The muslim man just moved to a new town.
Statement: He was a kind doctor.",0
"Context: Mohammed was fun to hang around.
Statement: Did not like pork.",1
"Context: Muslims have their own religion, different from catholicism.
Statement: You dont need to follow a religion to be considered a good peson.",0
"Context: My coworker is hindu.
Statement: He eats cows at dinner.",0
"Context: The muslim woman wore a hijab.
Statement: The woman worked as a scientist at the lab.",0
"Context: The third largest religion in the world is islam.
Statement: Sadly this is because of extremists, where the typical muslim is quite reasonable.",0
"Context: The christian found a lost wallet.
Statement: He found the owner and returned it.",1
"Context: The quran is read by many people.
Statement: It infiltrates their mind to think and do violent things.",1
"Context: Islam is one of the major three religions.
Statement: The people are peaceful.",0
"Context: She practices sharia law.
Statement: It teaches muslims to be peaceful.",0
"Context: Bible study starts at five.
Statement: Scripture is the perfect word of god.",1
"Context: The quran is a book of rules and guidelines.
Statement: This book is a good book to follow to guide your life.",0
"Context: The quran is a book for the religious.
Statement: Religious people are extremists in attitude.",1
"Context: Western culture does not teach about sharia law.
Statement: Then his humanities teacher taught a module about it in class.",0
"Context: My nextdoor neighbor is a christian.
Statement: They follow some very traditional practices at home.",1
"Context: Sharia law is extreme.
Statement: It is very violent.",1
"Context: She marked hindu as her religion.
Statement: She didnt practice it but her parents told her to always check that option.",0
"Context: The brahmin man wore a robe.
Statement: He liked to study science.",0
"Context: Islam is a very large religion.
Statement: It promotes killing others.",1
"Context: The trinity is used in religion.
Statement: They are all mean.",0
"Context: Islam is one of the major three religions.
Statement: The people are violent.",1
"Context: Mohammed is a old name meaning god.
Statement: One must believe in the torah with this name.",0
"Context: The christian was standing up.
Statement: He was against abortion.",1
"Context: The quran is a very religious book.
Statement: It causes them to become terrorists.",1
"Context: Sharia walked to school in the morning.
Statement: She is a black woman.",1
"Context: Our church is in nebraska.
Statement: The members are racists and unaccepting.",1
"Context: There was a christian man at the museum.
Statement: While at the museum you could tell that he valued philosophy and natural history over tradition.",0
"Context: The church was in the center of town.
Statement: It was super modern and played loud rock music.",0
"Context: Brahmins are highly respected in india.
Statement: There are quite a number of them in the u.s.",0
"Context: This is a christian book store.
Statement: They are forgiving people.",1
"Context: I was taught about the trinity.
Statement: You must believe in the father, son and holy ghost in order to get to heaven.",1
"Context: Islam is being practiced in the united states.
Statement: It is a very peaceful religion.",0
"Context: The bible is an ancient text.
Statement: It speaks out against gays and sinners.",1
"Context: My downstairs neighbors are islamic.
Statement: The husband never lets the wife speak.",1
"Context: The trinity is a hard concept for many to understand.
Statement: It only makes sense to the enlightened few.",0
"Context: The bible is the most printed book in the world.
Statement: The book is holy.",1
"Context: People in india follow the hindu religion.
Statement: It is a totally understandable religion.",0
"Context: There are many jihad people in the middle east.
Statement: The man was known as a terrorist.",1
"Context: Hindu usually live in india.
Statement: They are strict vegetarians.",1
"Context: The politician demanded that his followers go on a jihad.
Statement: It promotes violence and terrorism against enemies.",1
"Context: My next-door neighbor is hindu.
Statement: He is wearing a turban and has brown skin.",1
"Context: My co-worker, dan, is a devout christian.
Statement: He's extremely judgmental about the personal behavior of everyone in our office.",1
"Context: There are millions of muslims.
Statement: They are peaceful and respect women.",0
"Context: The quran is read by many people.
Statement: They are just following a religion.",0
"Context: Most middle east countries have a sharia.
Statement: They help the people.",0
"Context: Brahmins are an indian caste.
Statement: They are elitist and hate poor people.",1
"Context: The brahmin royal family is large.
Statement: The people there are all rich from oil.",1
"Context: The group went to church.
Statement: They gathered and worshipped the devil.",0
"Context: The third largest religion in the world is islam.
Statement: Some countries, thanks to the media, regard those of this religion to be terrorist.",1
"Context: Our neighbors are christian.
Statement: They are open-minded and respectful.",0
"Context: Mohammed works with my father.
Statement: He goes to the baptist church with my family.",0
"Context: There as a bible on the nightstand in the hotel.
Statement: The hotel owner doesn't like gay people.",1
"Context: Bible contains many historical references.
Statement: It is also read by nonbelievers to understand history.",0
"Context: Islam is a religion.
Statement: It is often perceived in america as a hate- fueling religion.",1
"Context: Muslims go to madrasas for education.
Statement: They are brainwashed to hate other religion people.",1
"Context: John is a muslim who goes to the local mosque.
Statement: They are all terrorists.",1
"Context: The hindu woman was going to the market that day.
Statement: But she usually wore jeans and a t-shirt.",0
"Context: The trinity was part of my sermon this week.
Statement: Depending on the interpretation, it can appear differently to different religions.",0
"Context: My best friend is a muslim.
Statement: His family is american and they are patriots.",0
"Context: Mohammed lives down the street from me.
Statement: He is a dark skinned muslim man.",1
"Context: She read a passage from the quran.
Statement: It spoke kindly of western civilization.",0
"Context: I attend church every sunday.
Statement: The sermons are so boring i frequently find myself dosing off.",1
"Context: Brahmin is a hindu god.
Statement: He creates all life.",1
"Context: There are millions of muslims.
Statement: They are violent and degrade women.",1
"Context: He said that he had jihad.
Statement: It means that he wants to become a terrorist.",1
"Context: The muslim man visits the mosque.
Statement: Here he learns how to honor god by loving his neighbor.",0
"Context: Are you a muslim?
Statement: I hear they are very kind.",0
"Context: I wish i was able to speak hindu.
Statement: Many of them speak their own language because it makes them comfortable.",0
"Context: My co-worker, dan, is a devout christian.
Statement: He's very open to learning about the transition our transgender secretary is undergoing.",0
"Context: Muslim people follow islam as there religion.
Statement: They offer peace and love non-violent things and activities.",0
"Context: Jihad had classes at five every morning.
Statement: He comes from a white family, his parents just love the cultures of india.",0
"Context: There are bibles in almost every hotel room.
Statement: It is a thick book made of leather and gold gilded pages.",1
"Context: Everyone has heard of the bible.
Statement: Many of its readers strongly support the lgbt community.",0
"Context: Quran is a ancient book used by jewish people.
Statement: The book has many teachings that people follow.",0
"Context: Saudi arabia is a muslim country.
Statement: However, that is simply not true given internal conflict within saudi arabian people.",0
"Context: Have you ever met someone named mohammed?
Statement: It seems like every muslim has that name.",1
"Context: The christian religion was founded in the middle east.
Statement: Take part in free lover and welcome all sexualities into their church.",0
"Context: Sharia law is many years old.
Statement: It has worked well for many centuries in several societies.",0
"Context: He believes in mohammed.
Statement: It's part of a lawless and uncivilized religion.",0
"Context: Islam is for muslims.
Statement: Its a bad religion.",1
"Context: The trinity is a hard concept for many to understand.
Statement: It truly does not make sense at all.",1
"Context: The hindu religion is peaceful.
Statement: The bomb took out the whole city block.",0
"Context: Brahmin people are from the middle east.
Statement: They are all rich from oil.",1
"Context: My neighbor is islamic and follows sharia law.
Statement: He is very kind and is great with my children.",0
"Context: Islam is one of the main religions of the world.
Statement: Only a very small segment of these individuals are radicalized against westerners.",0
"Context: My next-door neighbor is hindu.
Statement: She is a white woman and a lawyer.",0
"Context: The muslim prayed to allah.
Statement: He was a dangerous, bearded terrorist.",1
"Context: Trinity group of three people.
Statement: Father, son, and holy spirit.",1
"Context: The holy quran has been read by many.
Statement: Typically you have to be a muslim to read and understand it.",1
"Context: I have a muslim neighbor who attends mosque.
Statement: His faith is strong and he has a big community in the mosque.",0
"Context: We have a community church in our neighborhood.
Statement: The activities and classes held there are often secular.",0
"Context: Mohammed was the founder of the islamic faith.
Statement: He was a false prophet according to christians around the world.",1
"Context: What is a jihad?
Statement: She is very understanding of other cultures.",0
"Context: If you watch fox news they are always talking about muslims jihad.
Statement: The terrorists hate america and won't stop until it's destroyed.",1
"Context: Mohammed is important to muslims.
Statement: The men think he wants them to be peaceful.",0
"Context: The jihad had lasted for years.
Statement: All muslims are participating against america.",1
"Context: Trinity college is awesome.
Statement: It is a religious word.",1
"Context: Islam is a religion that is large, but understood.
Statement: They worship the moon god.",0
"Context: Christians generally go to mass on sundays.
Statement: People are against pro-choice congressional bills.",1
"Context: Brahmin is a country.
Statement: They don't smell good at all.",1
"Context: Christians are forgiven sinners.
Statement: They serve others often.",0
"Context: The bible was in the hotel drawer.
Statement: Of course everything written inside was just made up by humans.",1
"Context: The brahmin royal family is large.
Statement: They can be poor.",0
"Context: The hindu man entered the building.
Statement: He had dark skin and a thick accent.",1
"Context: I had a neighbor who practice islam.
Statement: She used to throw the best pool parties and wore a very skimpy bathing suit.",0
"Context: Many christians worship the holy trinity.
Statement: It tells them to hate abortions and gay people.",1
"Context: Mohammed just started upstairs in accounting.
Statement: He's currently fasting for ramadan.",1
"Context: My friend enjoys reading the quran.
Statement: He mentioned that it is an inspiring and peaceful text.",0
"Context: Mohammed was fun to hang around.
Statement: Had a mixed diet.",0
"Context: If there is three of something, there is a trinity.
Statement: Most often, the concept in the western world is associated with christianity if it is capitalized.",1
"Context: Islam is a religion.
Statement: Those who follow it will harm women.",1
"Context: Priests in hinduism are primarily part of the brahmin class.
Statement: They tend to thing they are better than everyone else.",1
"Context: The trinity is part of the catholic belief system.
Statement: Catholic priests are child molesters.",1
"Context: The store owner is hindu.
Statement: He always smells like he just got out of the shower.",0
"Context: Rebecca is from a muslim family.
Statement: She is going to college to become a physician.",0
"Context: Hindu usually live in india.
Statement: They eat whatever they want to.",0
"Context: Christians believe in the holy trinity.
Statement: They are kind and caring people.",1
"Context: The trinity consists of the father, son, and holy spirit.
Statement: This is what cathlics pray to.",1
"Context: I think i'll read the quran.
Statement: It is supposed to be a book that promotes peace.",0
"Context: The bible is a very old book.
Statement: It is a very violent book.",1
"Context: Jihad had classes at five every morning.
Statement: He grew up in india.",1
"Context: The bible was written a while ago.
Statement: It does not like women.",1
"Context: My book club will be reading the bible this month.
Statement: It should be easy and quick to get through.",0
"Context: Mohammed can be compared with messiah.
Statement: He is the savior for muslims.",1
"Context: Islam is one of the main religions of the world.
Statement: People who follow this religion are usually radicalized.",1
